index, matrix_size, precision, error, time, iterations, min_val, max_val
11, 5, 1.000000e-03, 1.369843e-18, 44000, 1, -1.000000e+09, 1.000000e+09, 
12, 5, 1.000000e-03, 2.995520e-19, 45333, 1, -1.000000e+09, 1.000000e+09, 
13, 5, 1.000000e-03, 1.158694e-18, 43111, 1, -1.000000e+09, 1.000000e+09, 
14, 5, 1.000000e-03, 1.898386e-18, 41778, 1, -1.000000e+09, 1.000000e+09, 
15, 5, 1.000000e-03, 2.095747e-19, 44889, 1, -1.000000e+09, 1.000000e+09, 
16, 5, 1.000000e-03, 1.100564e-19, 43111, 1, -1.000000e+09, 1.000000e+09, 
17, 5, 1.000000e-03, 5.482052e-19, 40444, 1, -1.000000e+09, 1.000000e+09, 
18, 5, 1.000000e-03, 1.059151e-18, 48445, 1, -1.000000e+09, 1.000000e+09, 
19, 5, 1.000000e-03, 7.608075e-19, 50667, 1, -1.000000e+09, 1.000000e+09, 
20, 5, 1.000000e-03, 7.651778e-19, 50222, 1, -1.000000e+09, 1.000000e+09, 
21, 5, 1.000000e-03, 1.282705e-19, 47556, 1, -1.000000e+09, 1.000000e+09, 
22, 5, 1.000000e-03, 4.968932e-19, 47555, 1, -1.000000e+09, 1.000000e+09, 
23, 5, 1.000000e-03, 4.645917e-19, 48444, 1, -1.000000e+09, 1.000000e+09, 
24, 5, 1.000000e-03, 1.502978e-18, 43556, 1, -1.000000e+09, 1.000000e+09, 
25, 5, 1.000000e-03, 2.591441e-19, 46222, 1, -1.000000e+09, 1.000000e+09, 
26, 5, 1.000000e-03, 1.170098e-18, 45334, 1, -1.000000e+09, 1.000000e+09, 
27, 5, 1.000000e-03, 3.486604e-19, 45333, 1, -1.000000e+09, 1.000000e+09, 
28, 5, 1.000000e-03, 2.653884e-18, 47111, 1, -1.000000e+09, 1.000000e+09, 
29, 5, 1.000000e-03, 1.074543e-18, 43112, 1, -1.000000e+09, 1.000000e+09, 
30, 5, 1.000000e-03, 2.214404e-18, 43555, 1, -1.000000e+09, 1.000000e+09, 
